"item_id","segment_label","title","source","publication_date","consulted_at","company","brand","tags","summary","why_relevant","avient_connection","relevance_level","relevance_score","recommended_action","origin_type","from_edition","edition_date","url"
"8441ab7db49c83dd","Bens de Consumo","Fenty Skin investe em ESG com sistema de embalagem recarregável para o novo Hydra Vizor Huez SPF 30","CosmeticInnovation","2026-06-03","2026-06-07","","","","By signing up, you agree to the our terms and our Privacy Policy agreement.","Indica nova embalagem, redesign ou novo material. Conecta a sustentabilidade, PCR, rPET ou circularidade. Fonte setorial especializada.","Conexao potencial a revisar manualmente antes de acao comercial.","media","60","mapear oportunidade","noticia do site","true","","https://cosmeticinnovation.com.br/fenty-skin-investe-em-esg-com-sistema-de-embalagem-recarregavel-para-o-novo-hydra-vizor-huez-spf-30/"
"4384c3f5763ce39d","Bens de Consumo","Leis de Responsabilidade Estendida do Produtor transformam design de embalagens de beleza nos EUA","CosmeticInnovation","2026-06-03","2026-06-07","","","cor_acabamento_cmf","Receba as principais notícias e tendências do setor direto no seu e-mail.","Conecta a sustentabilidade, PCR, rPET ou circularidade. Tem conexao com cor, acabamento, textura, CMF ou design. Fonte setorial especializada. Tags: cor_acabamento_cmf.","Possivel oportunidade em cor, masterbatch, aditivos e acabamento.","media","55","preparar argumento tecnico","noticia do site","true","","https://cosmeticinnovation.com.br/leis-de-responsabilidade-estendida-do-produtor-transformam-design-de-embalagens-de-beleza-nos-eua/"
"f0f600e1adbdc796","Bens de Consumo","L’Occitane au Brésil amplia linha Puro Suco com lançamentos em diferentes tamanhos para a rotina de viagem","CosmeticInnovation","2026-06-03","2026-06-07","","","lancamento","By signing up, you agree to the our terms and our Privacy Policy agreement.","Sinaliza lancamento, nova linha ou expansao industrial. Fonte setorial especializada. Tags: lancamento.","Conexao potencial a revisar manualmente antes de acao comercial.","baixa","30","monitorar","noticia do site","true","","https://cosmeticinnovation.com.br/loccitane-au-bresil-amplia-linha-puro-suco-com-lancamentos-em-diferentes-tamanhos-para-a-rotina-de-viagem/"
"258fe09683cf9d9e","Bens de Consumo","Efeito imediato: cosméticos que conquistam o consumidor na primeira aplicação","CosmeticInnovation","2026-06-03","2026-06-07","","","cor_acabamento_cmf","Pereira, 2937 Cj 205, 2° andar – Bloco A – Jabaquara São Paulo – SP · CEP 04309-011 Instagram LinkedIn Editorias Clean Beauty Hair Care Skin Care Sun Care Make-up Fragrâncias Higiene pessoal Embalagem & Design Institucional O Cosmetic Innovation Quem Somos Cadastre-se Anuncie Contato Explore Nossas Marcas Agri Innovation Cosmetic Innovation Food Innovation Household Innovation NUTRA Innovation Pharma Innovation PAINT","Tem conexao com cor, acabamento, textura, CMF ou design. Fonte setorial especializada. Tags: cor_acabamento_cmf.","Possivel oportunidade em cor, masterbatch, aditivos e acabamento.","baixa","30","preparar argumento tecnico","noticia do site","true","","https://cosmeticinnovation.com.br/efeito-imediato-cosmeticos-que-conquistam-o-consumidor-na-primeira-aplicacao/"
